plot,adjusted_height,sample_year,sample_date,latitude,longitude,fruticose_lichen_total_cover,foliose_lichen_total_cover,multiform_lichen_total_cover,crustose_lichen_total_cover,lichen_total_cover,dark_lichen_4bin_total_cover,light_lichen_4bin_total_cover,yellow_lichen_4bin_total_cover,dark_lichen_3bin_total_cover,light_lichen_3bin_total_cover,dark_lichen_2bin_total_cover,light_lichen_2bin_total_cover,black_lichen_8bin_total_cover,brown_lichen_8bin_total_cover,grey_lichen_8bin_total_cover,greygreen_lichen_8bin_total_cover,green_lichen_8bin_total_cover,orange_lichen_8bin_total_cover,white_lichen_8bin_total_cover,yellow_lichen_8bin_total_cover,lichen_volume
NE-3b,3.255,2005,2005-07-02,68.173628,-156.507346,1.3214285714285714,0.17857142857142855,0,0,1.5,0.6785714285714286,0.10714285714285714,0.7142857142857142,0.6785714285714286,0.8214285714285713,0.6785714285714286,0.8214285714285713,0,0.14285714285714285,0.39285714285714285,0.14285714285714285,0,0,0.10714285714285714,0.7142857142857142,4.8825
NE-3c,3.84,2005,2005-06-30,68.023401,-156.655576,2.25,0.75,0,0,3,1.546875,0.328125,1.125,1.546875,1.453125,1.546875,1.453125,0,0.234375,0.796875,0.46875,0.046875,0,0.328125,1.125,11.52
NE-4a,4.02,2005,2005-07-03,68.134666,-159.074609,0.676056338028169,0.323943661971831,0,0,1,0.47887323943661975,0.14084507042253522,0.38028169014084506,0.47887323943661975,0.5211267605633803,0.47887323943661975,0.5211267605633803,0,0.1971830985915493,0.16901408450704225,0.07042253521126761,0.04225352112676056,0,0.14084507042253522,0.38028169014084506,4.02
NE-4b,4.61625,2005,2005-07-10,68.230416,-158.222753,0.7391304347826086,0.2608695652173913,0,0,1,0.47826086956521735,0.13043478260869565,0.3913043478260869,0.47826086956521735,0.5217391304347826,0.47826086956521735,0.5217391304347826,0,0.21739130434782608,0.10869565217391304,0.15217391304347827,0,0,0.13043478260869565,0.3913043478260869,4.61625
NE-4c,4.895,2005,2005-07-10,68.133686,-158.77431,0.71875,0.28125,0,0,1,0.46875,0.171875,0.359375,0.46875,0.53125,0.46875,0.53125,0,0.09375,0.21875,0.140625,0.015625,0,0.171875,0.359375,4.895
NE-5a,3.406666667,2005,2005-07-02,68.052402,-156.787241,0.06935483870967742,0.02903225806451613,0,0.0016129032258064516,0.1,0.04838709677419355,0.016129032258064516,0.035483870967741936,0.04838709677419355,0.05161290322580645,0.04838709677419355,0.05161290322580645,0,0.02258064516129032,0.024193548387096774,0.0016129032258064516,0,0,0.016129032258064516,0.035483870967741936,0.3406666667
NE-5b,3.54,2005,2005-07-10,68.589659,-159.607916,5.616438356164383,4.383561643835616,0,0,10,6.027397260273972,1.095890410958904,2.8767123287671232,6.027397260273972,3.9726027397260273,6.027397260273972,3.9726027397260273,0.410958904109589,2.191780821917808,1.917808219178082,0.958904109589041,0.547945205479452,0,1.095890410958904,2.8767123287671232,35.4
NE-5c,3.91,2005,2005-07-13,68.272205,-159.385573,10.4,7.6000000000000005,0,0,18,11.2,2.8000000000000003,4,11.2,6.800000000000001,11.200000000000001,6.800000000000001,0.2,5.4,3.2,1.8000000000000003,0.6000000000000001,0,2.8000000000000003,4,70.38
NE-6a,5.693333333,2005,2005-07-03,68.056673,-158.039607,1.5151515151515151,0.48484848484848486,0,0,2,0.9090909090909092,0.18181818181818182,0.9090909090909092,0.9090909090909092,1.090909090909091,0.9090909090909092,1.090909090909091,0,0.30303030303030304,0.30303030303030304,0.30303030303030304,0,0,0.18181818181818182,0.9090909090909092,11.386666666
NE-6b,4.83,2005,2005-07-12,68.082868,-158.770263,3.161290322580645,0.8387096774193548,0,0,4,1.5483870967741935,0.5161290322580645,1.935483870967742,1.5483870967741935,2.4516129032258065,1.5483870967741935,2.4516129032258065,0,0.25806451612903225,0.9032258064516129,0.3225806451612903,0.06451612903225806,0,0.5161290322580645,1.935483870967742,19.32
NE-6c,3.753333333,2005,2005-06-30,68.004718,-157.26249,7.966101694915254,2.0338983050847457,0,0,10,3.7288135593220337,2.2033898305084745,4.067796610169491,3.7288135593220337,6.271186440677965,3.7288135593220337,6.271186440677965,0,1.5254237288135593,1.3559322033898304,0.847457627118644,0,0,2.2033898305084745,4.067796610169491,37.53333333
Needl101,5.829357121,2012,2012-06-27,66.928753,-155.646519,0.6186440677966102,0.3559322033898305,0,0,0.9745762711864407,0.5084745762711864,0.21186440677966104,0.2796610169491526,0.5084745762711864,0.4915254237288136,0.5084745762711864,0.4915254237288136,0,0.1694915254237288,0.2457627118644068,0.09322033898305085,0,0,0.21186440677966104,0.2796610169491526,5.68115312639831
Needl200,8.121131959,2012,2012-06-27,66.928066,-155.611889,7.766990291262136,2.233009708737864,0,0,10,4.854368932038835,1.9417475728155338,3.203883495145631,4.854368932038835,5.1456310679611645,4.854368932038835,5.1456310679611645,0,2.1359223300970873,2.7184466019417473,0,0,0,1.9417475728155338,3.203883495145631,81.21131959
Needle21,5.900235825,2012,2012-06-30,66.872879,-155.736097,0.35795454545454547,0.14204545454545453,0,0,0.5,0.2272727272727273,0.08522727272727272,0.1875,0.2272727272727273,0.2727272727272727,0.2272727272727273,0.2727272727272727,0,0.10795454545454546,0.10795454545454546,0.011363636363636364,0,0,0.08522727272727272,0.1875,2.9501179125
Needle36,5.635430124,2012,2012-07-08,67.347471,-153.63361,0.6363636363636364,0.35454545454545455,0,0,0.990909090909091,0.6,0.10909090909090909,0.2909090909090909,0.6,0.39999999999999997,0.6,0.39999999999999997,0.045454545454545456,0.13636363636363635,0.3181818181818182,0.09999999999999999,0,0,0.10909090909090909,0.2909090909090909,5.58419894105455
Needle4,5.400599815,2012,2012-07-04,67.240617,-154.552603,0.3118811881188119,0.17326732673267325,0.01485148514851485,0,0.5,0.27722772277227725,0.07920792079207921,0.14356435643564355,0.27722772277227725,0.22277227722772275,0.27722772277227725,0.22277227722772275,0,0.10891089108910891,0.13366336633663367,0.019801980198019802,0.01485148514851485,0,0.07920792079207921,0.14356435643564355,2.7002999075
Needle6,7.68755383,2012,2012-07-10,67.354598,-153.720806,2.106382978723404,0.8936170212765957,0,0,3,1.6595744680851063,0.3829787234042553,0.9574468085106382,1.6595744680851063,1.3404255319148937,1.6595744680851063,1.3404255319148937,0,0.7978723404255319,0.7659574468085106,0.09574468085106383,0,0,0.3829787234042553,0.9574468085106382,23.06266149
Needle60,10.35183021,2012,2012-07-07,67.200937,-154.522258,19.6969696969697,9.696969696969697,0.6060606060606061,0,30.000000000000004,13.636363636363637,6.0606060606060606,10.303030303030303,13.636363636363637,16.363636363636363,13.636363636363637,16.363636363636363,0,6.0606060606060606,5.151515151515151,1.8181818181818183,0.6060606060606061,0,6.0606060606060606,10.303030303030303,310.5549063
Needle65,6.902003999,2012,2012-07-17,67.747529,-150.486301,6.593406593406593,3.1868131868131866,0.21978021978021978,0,9.999999999999998,4.945054945054945,1.7582417582417582,3.2967032967032965,4.945054945054945,5.054945054945055,4.945054945054945,5.054945054945055,0,2.087912087912088,1.978021978021978,0.6593406593406593,0.21978021978021978,0,1.7582417582417582,3.2967032967032965,69.02003999
Needle7,6.924650877,2012,2012-07-02,67.196974,-154.570709,10.256410256410255,4.615384615384615,0.1282051282051282,0,14.999999999999998,8.333333333333332,2.4358974358974357,4.23076923076923,8.333333333333332,6.666666666666666,8.333333333333332,6.666666666666666,0,3.205128205128205,3.974358974358974,1.0256410256410255,0.1282051282051282,0,2.4358974358974357,4.23076923076923,103.869763155
Needle84,1.375,2012,2012-07-07,67.182222,-154.477268,0.3474576271186441,0.15254237288135594,0,0,0.5,0.19491525423728814,0.0847457627118644,0.22033898305084748,0.19491525423728814,0.3050847457627119,0.19491525423728814,0.3050847457627119,0,0,0.1440677966101695,0.05084745762711865,0,0,0.0847457627118644,0.22033898305084748,0.6875
NW-1a,4.51,2005,2005-06-26,68.32552,-161.269617,1.5,1.5,0,0,3,1.7647058823529411,0.2647058823529412,0.9705882352941178,1.7647058823529411,1.2352941176470589,1.7647058823529411,1.2352941176470589,0,0.4411764705882353,0.6176470588235294,0.7058823529411765,0,0,0.2647058823529412,0.9705882352941178,13.53
NW-1b,6.081666667,2004,2004-07-06,68.11126,-161.655156,3.5507246376811596,1.3043478260869565,0,0.14492753623188406,5,2.8260869565217392,1.1594202898550725,1.0144927536231885,2.8260869565217392,2.1739130434782608,2.8260869565217397,2.1739130434782608,0,0.4347826086956522,1.6666666666666667,0.5797101449275363,0.14492753623188406,0,1.1594202898550725,1.0144927536231885,30.408333335
NW-1c,3.98875,2005,2005-07-07,67.934654,-162.364817,3.7068965517241383,1.293103448275862,0,0,5,2.931034482758621,0.8620689655172414,1.206896551724138,2.931034482758621,2.0689655172413794,2.931034482758621,2.0689655172413794,0,0.6896551724137931,1.6379310344827587,0.603448275862069,0,0,0.8620689655172414,1.206896551724138,19.94375
NW-1d,5.695,2005,2005-07-06,68.017789,-162.442634,3.5384615384615388,1.4615384615384617,0,0,5,2.307692307692308,0.9230769230769231,1.7692307692307694,2.307692307692308,2.6923076923076925,2.307692307692308,2.6923076923076925,0,0.8461538461538463,1.076923076923077,0.38461538461538464,0,0,0.9230769230769231,1.7692307692307694,28.475
NW-1e,6.45,2005,2005-07-06,68.046517,-162.330259,0.05172413793103449,0.04482758620689656,0,0,0.09655172413793105,0.06896551724137932,0.018965517241379314,0.012068965517241381,0.06896551724137932,0.031034482758620696,0.06896551724137932,0.031034482758620696,0.003448275862068966,0.02931034482758621,0.024137931034482762,0.012068965517241381,0,0,0.018965517241379314,0.012068965517241381,0.622758620689655
NW-2a,4.353333333,2005,2005-06-26,68.255903,-161.265747,0.5555555555555556,0.4444444444444444,0,0,1,0.48148148148148145,0.1111111111111111,0.4074074074074074,0.48148148148148145,0.5185185185185185,0.48148148148148145,0.5185185185185185,0.037037037037037035,0.1111111111111111,0.2222222222222222,0.1111111111111111,0,0,0.1111111111111111,0.4074074074074074,4.353333333
NW-2b,5.653333333,2005,2005-07-08,68.036061,-161.378025,0.06451612903225806,0.035483870967741936,0,0,0.1,0.03870967741935484,0.016129032258064516,0.04516129032258065,0.03870967741935484,0.061290322580645165,0.03870967741935484,0.061290322580645165,0,0.0064516129032258064,0.016129032258064516,0.016129032258064516,0,0,0.016129032258064516,0.04516129032258065,0.5653333333
NW-3a,5.33,2005,2005-07-14,68.027768,-160.582251,2.2777777777777777,0.7222222222222222,0,0,3,1.5555555555555554,0.38888888888888884,1.0555555555555556,1.5555555555555554,1.4444444444444444,1.5555555555555556,1.4444444444444444,0,0.5,0.6666666666666666,0.2777777777777778,0.1111111111111111,0,0.38888888888888884,1.0555555555555556,15.99
NW-3b,6.455,2005,2005-07-14,68.050951,-160.712022,3.5,1.5,0,0,5,2.4166666666666665,0.5,2.083333333333333,2.4166666666666665,2.583333333333333,2.4166666666666665,2.583333333333333,0,0.6666666666666666,1,0.6666666666666666,0.08333333333333333,0,0.5,2.083333333333333,32.275
NW-3c,6.626666667,2005,2005-07-14,68.070046,-160.752964,0.7547169811320754,0.24528301886792453,0,0,1,0.4339622641509434,0.11320754716981132,0.4528301886792453,0.4339622641509434,0.5660377358490566,0.4339622641509434,0.5660377358490566,0,0.11320754716981132,0.20754716981132076,0.11320754716981132,0,0,0.11320754716981132,0.4528301886792453,6.626666667
NW-5a,2.91,2005,2005-06-26,68.429964,-161.688939,3.5365853658536586,1.2195121951219512,0,0.24390243902439024,5,1.3414634146341464,0.6097560975609756,3.048780487804878,1.3414634146341464,3.658536585365854,1.3414634146341464,3.658536585365854,0.24390243902439024,0.7317073170731707,0.24390243902439024,0.12195121951219512,0,0,0.6097560975609756,3.048780487804878,14.55
NW-6a,2.78,2005,2005-07-06,68.127488,-162.035724,2.4324324324324325,0.5675675675675675,0,0,3,1.783783783783784,0.08108108108108109,1.135135135135135,1.783783783783784,1.2162162162162162,1.7837837837837838,1.2162162162162162,0,0.8108108108108109,0.40540540540540543,0.40540540540540543,0.16216216216216217,0,0.08108108108108109,1.135135135135135,8.34
NW-6b,4.7,2005,2005-07-07,67.989616,-162.359227,3.1794871794871793,0.8205128205128205,0,0,4,1.435897435897436,0.5128205128205128,2.051282051282051,1.435897435897436,2.564102564102564,1.435897435897436,2.564102564102564,0,0.5128205128205128,0.9230769230769231,0,0,0,0.5128205128205128,2.051282051282051,18.8
ONF5,5.666272942,2007,2007-06-07,67.324052,-159.051059,0.07627118644067797,0.023728813559322035,0,0,0.1,0.055932203389830515,0.016949152542372885,0.027118644067796613,0.055932203389830515,0.0440677966101695,0.055932203389830515,0.0440677966101695,0,0.014406779661016951,0.03898305084745763,0.0025423728813559325,0,0,0.016949152542372885,0.027118644067796613,0.5666272942
Q1-L2,2.5375,2004,2004-06-29,68.471932,-161.452804,33.41176470588235,6.117647058823529,0.47058823529411764,0,39.99999999999999,16.470588235294116,7.0588235294117645,16.470588235294116,16.470588235294116,23.52941176470588,16.470588235294116,23.52941176470588,0,8.470588235294118,5.647058823529411,1.4117647058823528,0.9411764705882353,0,7.0588235294117645,16.470588235294116,101.5
Q3-A5,2.9575,2004,2004-06-28,68.463911,-161.49325,1.744186046511628,3.13953488372093,0.11627906976744186,0,5,3.8372093023255816,0.3488372093023256,0.813953488372093,3.8372093023255816,1.1627906976744187,3.8372093023255816,1.1627906976744187,0.23255813953488372,1.1627906976744187,0.813953488372093,1.0465116279069768,0.5813953488372093,0,0.3488372093023256,0.813953488372093,14.7875
Q3-D2,3.659166667,2004,2004-06-25,68.472079,-161.477717,18.852459016393443,5.737704918032787,0.4098360655737705,0,25,13.524590163934427,3.278688524590164,8.196721311475411,13.524590163934427,11.475409836065575,13.524590163934427,11.475409836065575,0,4.508196721311475,5.737704918032787,1.639344262295082,1.639344262295082,0,3.278688524590164,8.196721311475411,91.479166675
Q3-H3,2.6625,2004,2004-06-27,68.459903,-161.454688,10.116279069767442,4.709302325581396,0,0.1744186046511628,15,6.802325581395349,3.488372093023256,4.709302325581396,6.802325581395349,8.197674418604652,6.802325581395349,8.197674418604652,0.3488372093023256,3.488372093023256,1.744186046511628,0.6976744186046512,0.5232558139534884,0,3.488372093023256,4.709302325581396,39.9375
Q3-L2,2.075,2004,2004-06-28,68.472875,-161.467154,12.073170731707316,2.926829268292683,0,0,15,8.414634146341463,2.5609756097560976,4.024390243902439,8.414634146341463,6.585365853658537,8.414634146341463,6.585365853658537,0,4.024390243902439,3.6585365853658534,0.36585365853658536,0.36585365853658536,0,2.5609756097560976,4.024390243902439,31.125
Q3-L5,2.075,2004,2004-06-29,68.488593,-161.524671,0.009285714285714286,7.142857142857143e-4,0,0,0.01,0.0035714285714285718,0.0010714285714285715,0.005357142857142857,0.0035714285714285718,0.0064285714285714285,0.0035714285714285718,0.0064285714285714285,0,7.142857142857143e-4,0.002142857142857143,7.142857142857143e-4,0,0,0.0010714285714285715,0.005357142857142857,0.02075
RBW3R,3.726666667,2007,2007-06-14,67.702738,-163.967975,0.07023809523809524,0.029761904761904764,0,0,0.1,0.04285714285714286,0.01785714285714286,0.03928571428571429,0.04285714285714286,0.05714285714285715,0.04285714285714286,0.05714285714285715,0,0.010714285714285714,0.025,0.0071428571428571435,0,0,0.01785714285714286,0.03928571428571429,0.3726666667
SDM1R,4.19,2007,2007-06-12,67.145601,-163.376552,0.7826086956521738,0.21739130434782608,0,0,0.9999999999999999,0.5869565217391304,0.13043478260869565,0.2826086956521739,0.5869565217391304,0.4130434782608695,0.5869565217391304,0.4130434782608695,0,0.21739130434782608,0.2608695652173913,0.10869565217391304,0,0,0.13043478260869565,0.2826086956521739,4.19
SDM3R,3.772098841,2007,2007-06-14,67.533489,-163.566421,0.6074766355140186,0.3831775700934579,0,0,0.9906542056074765,0.5327102803738317,0.16822429906542055,0.29906542056074764,0.5327102803738317,0.46728971962616817,0.5327102803738317,0.46728971962616817,0,0.16822429906542055,0.22429906542056072,0.11214953271028036,0.02803738317757009,0,0.16822429906542055,0.29906542056074764,3.73684558080374
SE-2a,4.681666667,2005,2005-07-11,67.84926,-159.719776,1.03125,0.46875,0,0,1.5,0.890625,0.140625,0.46875,0.890625,0.609375,0.890625,0.609375,0,0.3046875,0.3046875,0.234375,0.046875,0,0.140625,0.46875,7.0225000005
SE-2b,3.52,2005,2005-07-01,67.672333,-158.707039,1.4651162790697674,1.5348837209302326,0,0,3,2.2325581395348837,0.13953488372093023,0.627906976744186,2.2325581395348837,0.7674418604651163,2.2325581395348837,0.7674418604651163,0,0.627906976744186,0.8372093023255813,0.627906976744186,0.13953488372093023,0,0.13953488372093023,0.627906976744186,10.56
SE-2c,3.059166667,2005,2005-07-12,67.980424,-159.286871,0.05555555555555556,0.044444444444444446,0,0,0.1,0.06666666666666667,0.002777777777777778,0.030555555555555558,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.03333333333333333,0,0.019444444444444445,0.019444444444444445,0.027777777777777776,0,0,0.002777777777777778,0.030555555555555558,0.3059166667
SE-3a,5.54,2005,2005-07-01,67.577726,-157.926969,0.8974358974358975,0.10256410256410256,0,0,1,0.5128205128205128,0.07692307692307693,0.41025641025641024,0.5128205128205128,0.48717948717948717,0.5128205128205128,0.48717948717948717,0,0.10256410256410256,0.358974358974359,0.05128205128205128,0,0,0.07692307692307693,0.41025641025641024,5.54
SE-3b,4.043333333,2005,2005-07-11,67.972171,-159.691179,0.06290322580645161,0.037096774193548385,0,0,0.09999999999999999,0.05806451612903226,0.00967741935483871,0.03225806451612903,0.05806451612903226,0.04193548387096774,0.05806451612903226,0.04193548387096774,0,0.020967741935483872,0.014516129032258065,0.020967741935483872,0.0016129032258064516,0,0.00967741935483871,0.03225806451612903,0.4043333333
SE-3c,3.4,2005,2005-07-11,67.884374,-159.924241,4.947368421052631,3.052631578947368,0,0,7.999999999999999,4.421052631578947,1.0526315789473684,2.526315789473684,4.421052631578947,3.578947368421052,4.421052631578947,3.578947368421052,0,2,1.0526315789473684,1.1578947368421053,0.21052631578947367,0,1.0526315789473684,2.526315789473684,27.2
SE-4a,3.47,2005,2005-07-13,68.017718,-159.847947,20.869565217391305,9.130434782608695,0,0,30,13.043478260869566,6.195652173913044,10.76086956521739,13.043478260869566,16.956521739130434,13.043478260869566,16.956521739130434,0,5.543478260869565,3.5869565217391304,2.608695652173913,1.3043478260869565,0,6.195652173913044,10.76086956521739,104.1
SE-4b,3.9,2005,2005-07-01,67.777938,-157.50003,5.793103448275862,1.206896551724138,0,0,7,3.1379310344827585,0.7241379310344828,3.137931034482759,3.1379310344827585,3.8620689655172415,3.1379310344827585,3.8620689655172415,0,1.9310344827586208,0.7241379310344828,0.4827586206896552,0,0,0.7241379310344828,3.137931034482759,27.3
SE-4c,4.615,2005,2005-07-01,67.824862,-158.361586,1.6585365853658538,0.34146341463414637,0,0,2,1.1219512195121952,0.1951219512195122,0.6829268292682927,1.1219512195121952,0.878048780487805,1.1219512195121952,0.878048780487805,0,0.34146341463414637,0.5853658536585367,0.1951219512195122,0,0,0.1951219512195122,0.6829268292682927,9.23
SE-5a,3.42,2005,2005-07-11,67.710935,-159.200454,4.848484848484849,3.1515151515151514,0,0,8,4.363636363636364,0.9696969696969697,2.666666666666667,4.363636363636364,3.6363636363636367,4.363636363636363,3.6363636363636367,0.48484848484848486,1.2121212121212122,1.2121212121212122,1.0909090909090908,0.36363636363636365,0,0.9696969696969697,2.666666666666667,27.36
SE-5b,3.42,2005,2005-06-29,67.757779,-156.700753,17.441860465116278,7.558139534883721,0,0,25,13.953488372093023,1.1627906976744187,9.883720930232558,13.953488372093023,11.046511627906977,13.953488372093023,11.046511627906977,0.5813953488372093,6.395348837209302,4.651162790697675,2.3255813953488373,0,0,1.1627906976744187,9.883720930232558,85.5
SE-5c,5.43,2005,2005-07-12,67.730483,-157.123581,12.76595744680851,2.2340425531914896,0,0,15,5.425531914893616,0.3191489361702128,9.25531914893617,5.425531914893616,9.574468085106384,5.425531914893616,9.574468085106384,0.3191489361702128,3.1914893617021276,1.5957446808510638,0.3191489361702128,0,0,0.3191489361702128,9.25531914893617,81.45
SE-5d,4.393333333,2005,2005-07-12,67.764384,-157.07136,9.047619047619047,0.9523809523809523,0,0,10,4.761904761904762,0.23809523809523808,5,4.761904761904762,5.238095238095238,4.761904761904762,5.238095238095238,0.23809523809523808,3.333333333333333,0.9523809523809523,0.23809523809523808,0,0,0.23809523809523808,5,43.93333333
SE-6a,3.393333333,2005,2005-06-30,67.973666,-157.712213,1.4074074074074074,0.5925925925925926,0,0,2,1.037037037037037,0.14814814814814814,0.8148148148148148,1.037037037037037,0.9629629629629629,1.037037037037037,0.9629629629629629,0,0.2962962962962963,0.6666666666666666,0.07407407407407407,0,0,0.14814814814814814,0.8148148148148148,6.786666666
SE-6b,3.73,2005,2005-06-30,67.942084,-157.540238,18.51851851851852,5.555555555555555,0,0.9259259259259259,25.000000000000004,9.25925925925926,4.62962962962963,11.11111111111111,9.25925925925926,15.74074074074074,9.25925925925926,15.74074074074074,0,5.555555555555555,2.7777777777777777,0.9259259259259259,0,0,4.62962962962963,11.11111111111111,93.25
SE-6c,3.386666667,2005,2005-07-02,67.965155,-157.688431,0.6521739130434783,0.30434782608695654,0,0.043478260869565216,1,0.5217391304347826,0.13043478260869565,0.34782608695652173,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174,0,0.21739130434782608,0.21739130434782608,0.08695652173913043,0,0,0.13043478260869565,0.34782608695652173,3.386666667
SE-6d,4.55,2005,2005-07-01,67.786857,-158.407673,1.4444444444444444,0.5,0,0.05555555555555555,2,1,0.1111111111111111,0.8888888888888888,1,1,1,1,0,0.3333333333333333,0.38888888888888884,0.2222222222222222,0.05555555555555555,0,0.1111111111111111,0.8888888888888888,9.1
SE-7a,3.2,2005,2005-07-11,67.747096,-159.265696,1.641025641025641,0.358974358974359,0,0,2,0.46153846153846156,0.2564102564102564,1.2820512820512822,0.46153846153846156,1.5384615384615385,0.46153846153846156,1.5384615384615385,0,0.3076923076923077,0.10256410256410256,0.05128205128205128,0,0,0.2564102564102564,1.2820512820512822,6.4
SV1,3.08,2005,2005-06-27,67.580193,-161.430918,2.4,0.6,0,0,3,1.44,0.24,1.3199999999999998,1.44,1.5599999999999998,1.44,1.5599999999999998,0.12,0.48,0.48,0.36,0,0,0.24,1.3199999999999998,9.24
SV2,4.44,2005,2005-06-26,68.319303,-160.689347,4.054054054054054,0.945945945945946,0,0,5,2.1621621621621623,1.4864864864864866,1.3513513513513513,2.1621621621621623,2.8378378378378377,2.1621621621621623,2.8378378378378377,0,1.4864864864864866,0.6756756756756757,0,0,0,1.4864864864864866,1.3513513513513513,22.2
SVA1,5.317088588,2007,2007-06-25,67.698979,-159.409169,20.13986013986014,9.44055944055944,0,0,29.58041958041958,14.475524475524477,4.825174825174825,10.6993006993007,14.475524475524477,15.524475524475525,14.475524475524477,15.524475524475525,1.2587412587412588,3.986013986013986,7.7622377622377625,1.4685314685314685,0,0,4.825174825174825,10.6993006993007,157.281711379301
SVA3,5.796868656,2007,2007-06-05,67.478465,-157.933116,24.58677685950413,10.413223140495868,0,0,35,17.066115702479337,5.206611570247934,12.727272727272727,17.066115702479337,17.93388429752066,17.066115702479337,17.93388429752066,1.7355371900826446,5.206611570247934,9.545454545454545,0,0.5785123966942148,0,5.206611570247934,12.727272727272727,202.89040296
SVA4,4.15,2007,2007-06-06,67.474329,-158.151941,14.399999999999999,0.6,0,0,14.999999999999998,3,3.5999999999999996,8.399999999999999,3,11.999999999999998,3,11.999999999999998,0.6,1.7999999999999998,0.6,0,0,0,3.5999999999999996,8.399999999999999,62.25
SVC1,3.85,2007,2007-06-24,67.738154,-159.596036,0.09166666666666667,0.008333333333333333,0,0,0.1,0.025,0.0125,0.0625,0.025,0.075,0.025,0.075,0,0.025,0,0,0,0,0.0125,0.0625,0.385
SVC2,2.433333333,2007,2007-06-23,67.598304,-159.513522,0.6785714285714285,0.2857142857142857,0,0,0.9642857142857142,0.5357142857142856,0.10714285714285714,0.3571428571428571,0.5357142857142856,0.46428571428571425,0.5357142857142857,0.46428571428571425,0.17857142857142855,0.14285714285714285,0.14285714285714285,0,0.07142857142857142,0,0.10714285714285714,0.3571428571428571,2.34642857110714
SVC4,4.273333333,2007,2007-06-26,67.688599,-160.147935,0.06707317073170731,0.03048780487804878,0,0.0024390243902439024,0.09999999999999999,0.05,0.01097560975609756,0.03902439024390244,0.05,0.05,0.05,0.05,0.013414634146341463,0.014634146341463414,0.018292682926829267,0.0036585365853658534,0,0.0024390243902439024,0.008536585365853657,0.03902439024390244,0.4273333333
SW-1a,4.233333333,2005,2005-07-07,67.890442,-161.960319,0.6829268292682927,0.3170731707317073,0,0,1,0.36585365853658536,0.1951219512195122,0.4390243902439025,0.36585365853658536,0.6341463414634148,0.36585365853658536,0.6341463414634148,0,0.07317073170731708,0.21951219512195122,0.07317073170731708,0,0,0.1951219512195122,0.4390243902439025,4.233333333
SW-1b,5.446666667,2005,2005-07-16,67.252663,-162.267023,1.1014492753623188,0.8695652173913043,0,0,1.971014492753623,1.3333333333333335,0.37681159420289856,0.2898550724637681,1.3333333333333335,0.6666666666666667,1.3333333333333333,0.6666666666666667,0.11594202898550725,0.4057971014492754,0.5797101449275363,0.14492753623188406,0.08695652173913043,0,0.37681159420289856,0.2898550724637681,10.7354589378551
SW-1c,4.6175,2005,2005-07-16,67.24417,-162.412753,2.0847457627118646,0.9152542372881356,0,0,3,1.7796610169491527,0.5084745762711864,0.7118644067796611,1.7796610169491527,1.2203389830508475,1.7796610169491527,1.2203389830508475,0,0.7627118644067797,0.8135593220338984,0.2033898305084746,0,0,0.5084745762711864,0.7118644067796611,13.8525
SW-1d,4.1475,2005,2005-07-07,67.890981,-161.904015,0.06363636363636363,0.03636363636363636,0,0,0.09999999999999999,0.051515151515151514,0.015151515151515152,0.03333333333333333,0.051515151515151514,0.048484848484848485,0.051515151515151514,0.048484848484848485,0,0,0.02727272727272727,0.024242424242424242,0,0,0.015151515151515152,0.03333333333333333,0.41475
SW-2a,3.52,2005,2005-07-08,67.050102,-162.07375,1.3,1.7000000000000002,0,0,3,1.5000000000000002,0.7000000000000001,0.8,1.5000000000000002,1.5,1.5000000000000002,1.5,0,0.8,0.30000000000000004,0.4,0,0,0.7000000000000001,0.8,10.56
SW-3a,3.731666667,2005,2005-07-05,67.427663,-162.496555,0.7826086956521738,0.21739130434782608,0,0,0.9999999999999999,0.5217391304347826,0.043478260869565216,0.43478260869565216,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174,0,0.08695652173913043,0.30434782608695654,0.13043478260869565,0,0,0.043478260869565216,0.43478260869565216,3.731666667
SW-4a,3.1375,2005,2005-07-05,67.699882,-160.999353,13,7,0,0,20,8.75,3.5,7.75,8.75,11.25,8.75,11.25,0,4,2.25,2,0.5,0,3.5,7.75,62.75
SW-4b,5.313333333,2005,2005-07-05,67.530396,-162.309779,1.2982456140350878,0.7017543859649122,0,0,2,0.8771929824561403,0.42105263157894735,0.7017543859649122,0.8771929824561403,1.1228070175438596,0.8771929824561403,1.1228070175438596,0,0.2807017543859649,0.38596491228070173,0.14035087719298245,0.07017543859649122,0,0.42105263157894735,0.7017543859649122,10.626666666
SW-5a,2.94,2005,2005-06-27,67.524816,-161.576543,6.054054054054054,1.5135135135135136,0,0.43243243243243246,8,1.945945945945946,1.5135135135135136,4.54054054054054,1.945945945945946,6.054054054054054,1.945945945945946,6.054054054054054,0.21621621621621623,1.0810810810810811,0.43243243243243246,0.21621621621621623,0,0,1.5135135135135136,4.54054054054054,23.52
