FID,plot,other_name,gradient,park,project,SU,strata_LC,strata_GD,Observ1,Observ2,Observ3,elev,slope,inc_radiat,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,succ_p,succ_a,height,tissue,comment,lat,long,GPS_accur,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Height,Vert_Prec,Horz_Prec,Std_Dev,vascular,topo,HUC,Ecoreg_1,Ecoreg_2,Ecoreg_3,Eco_veg,Dep_type,Dep_Name,SecEcoR,Section,Subsect,Lithol,Physiogr,Limest,Beikman,Calcar,arcn_20100,arcn_20101,arcn_20102,arcn_20103,arcn_20104,arcn_20105,arcn_20106
158,E4N2000,E4N-2000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,2000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,471,10,-0.509554,0.062278,234,0,75,0,15,20,90,1,0,20,0,0,36,0,0,3.865363,1,"Not enough lichens for collecting tissue, near a willow swath",67.684576,-163.745969,0.4 – 1.1m,3.2,1.4,Postprocessed Code,GeoXT,7/5/06 0:00,08:34:11am,New,LichenPl,XT070508A.cor,5,5,06CAKRVEG_v6,464.193,2.2,0.9,0.560532, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117,164,169,70,49,50
159,E4N300,E4N-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,300m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,518,2,-0.719757,0.023789,340,0,25,0,3,30,45,3,0.1,10,0,0,19,0,0,4.659449,1,Extra Stygia height 7.8.,67.667663,-163.716379,0.4 – 1.1m,3.1,1.6,Postprocessed Code,GeoXT,6/24/06 0:00,01:13:16pm,New,LichenPl,XT062409A.cor,5,5,06CAKRVEG_v6,472.639,0.9,0.5,0.223398, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,134,155,151,73,53,53
160,E4N4000,E4N-4000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,4000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,385,4,-0.622973,0.849615,250,0,70,0,3,12,80,2,0,5,0,0,42,0,0,4.45702,1,A lot of Peltigera.  Everything looks healthy.  Moss looks good.  Sedge cover really 8%,67.689701,-163.79946,0.4 – 1.1m,3.2,1.4,Postprocessed Code,GeoXT,7/5/06 0:00,11:17:11am,New,LichenPl,XT070508A.cor,5,5,06CAKRVEG_v6,369.609,0.9,0.5,0.346762, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,134,166,166,77,58,49
161,E4N4000A,E4N-4000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,4000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,385,4,-0.625483,0.029482,252,0,45,0,4,10,25,25,0.1,20,0,0,55,0,0,3.984452,1,Signs of grazing.  Moss looks good.  Poop 3%.,67.689557,-163.799208,0.4 – 1.1m,2.6,1.2,Postprocessed Code,GeoXT,7/5/06 0:00,12:18:51pm,New,LichenPl,XT070508A.cor,8,8,06CAKRVEG_v6,367.515,0.7,0.4,0.309019, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,129,171,167,80,61,45
162,E4N50,E4N-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,50m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,585,3,-0.628992,0.868096,118,0,70,0,1,16,50,0.1,0,15,0,0.1,10,0,0,3.301037,1,Not enough lichens to measure.  Dust on moss.,67.747082,-163.614999,0.4 – 1.1m,3,1.3,Postprocessed Code,GeoXT,6/23/06 0:00,01:15:06pm,New,LichenPl,XT062312A.cor,5,5,06CAKRVEG_v6,536.525,1,0.6,0.487052, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,156,144,79,60,57
163,E5N10,E5N-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,10m-north,Anaka Mines,Shanti Berryman, ,373,2,-0.697314,0.275977,310,0,80,0,1,20,40,0.1,0.1,20,0,0,1,0,0,0,1,Moss looks bad.  No lichens for heights.,67.627985,-163.87014,0.4 – 1.1m,2.4,1.4,Postprocessed Code,GeoXT,6/29/06 0:00,08:05:01am,New,LichenPl,XT062908A_1.cor,6,6,06CAKRVEG_v6,379.527,0.8,0.6,0.280851, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,104,99,78,58,63
164,E5N100,E5N-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,100m-north,Anaka Mines,Shanti Berryman, ,364,2,-0.68,0.000489,290,0,85,0,4,15,90,0.1,0,25,0,0,25,0,0,3.917249,1,Not enough for lichen heights.  Moss looks okay.,67.628377,-163.872598,0.4 – 1.1m,3.5,1.9,Postprocessed Code,GeoXT,6/29/06 0:00,10:49:36am,New,LichenPl,XT062908A_1.cor,6,6,06CAKRVEG_v6,358.732,1.2,0.6,0.308976, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,142,142,68,55,52
165,E5N1000,E5N-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-north,Linda Geiser, , ,268,0,-0.676,0.085337,346,0,75,0,0,10,70,0.1,0,5,0,0,35,0,0,4.149333,1,Extra Stygia height 5.1.  Slope is like 1/4 of %.,67.633032,-163.900274,0.4 – 1.1m,4.5,1.7,Postprocessed Code,GeoXT,7/4/06 0:00,10:39:06am,New,LichenPl,XT070311A.cor,5,5,06CAKRVEG_v6,254.037,1.7,0.7,0.281129, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,154,169,141,75,56,50
166,E5N1000A,E5N-1000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-north,Linda Geiser, , ,268,1,-0.700054,0.506638,12,0,65,0,0,15,30,0.1,0,5,0,0.1,32,0,0,3.624465,1,No Thamnolia.  Slope is closer to 1/2 of %.,67.63285,-163.900979,0.4 – 1.1m,3.3,1.6,Postprocessed Code,GeoXT,7/4/06 0:00,01:26:06pm,New,LichenPl,XT070311A.cor,5,5,06CAKRVEG_v6,261.539,0.9,0.5,0.425367, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,146,171,143,80,56,55
167,E5N2000,E5N-2000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,2000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,242,4,-0.657837,0.99367,86,0,75,0,10,20,70,2,0,15,0,1,38,0,0,4.514319,1,"Plot is located on a raised area in the middle of very…tussocks that are in wet area.  Dry raised areas have very little sphagnum & """"E"""" type veg.  Moss in good shape.",67.61894,-163.97663,0.4 – 1.1m,2.1,1,Postprocessed Code,GeoXT,7/6/06 0:00,10:45:16am,New,LichenPl,XT070608A.cor,5,5,06CAKRVEG_v6,232.09,0.7,0.4,0.192761, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,177,156,82,65,52
168,E5N300,E5N-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,300m-north,Anaka Mines,Shanti Berryman, ,339,0,-0.676,0.912174,324,0,80,0,0.1,15,70,2,0,5,0,0,35,0,0,5.017672,1,Moss looks nice.,67.630228,-163.873504,0.4 – 1.1m,2.1,1,Postprocessed Code,GeoXT,6/29/06 0:00,09:41:21am,New,LichenPl,XT062908A_1.cor,5,5,06CAKRVEG_v6,340.743,0.6,0.4,0.242293, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,146,147,63,48,52
169,E5N4000,E5N-4000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,4000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,340,8,-0.865778,0.926602,344,0,70,0,0.1,25,80,1,0,5,0,0.1,25,0,0,4.331355,1,Dup of Hyl. Spl. Collected.  Sphagnum dominated area-searched for spot with mixed moss cover and ericaceous spp. Cover.,67.634428,-164.004806,0.4 – 1.1m,2.4,1,Postprocessed Code,GeoXT,7/6/06 0:00,09:22:36am,New,LichenPl,XT070608A.cor,6,6,06CAKRVEG_v6,338.579,0.7,0.4,0.248352, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117,155,162,70,52,53
170,E5N50,E5N-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,50m-north,Anaka Mines,Shanti Berryman, ,373,2,-0.708626,0.912174,324,0,75,0,5,25,80,1,0,15,0,0.1,26,0,0,3.810484,1,Moss looks dead in spots.  No arb/mit.,67.62821,-163.871232,0.4 – 1.1m,5.4,1.5,Postprocessed Code,GeoXT,6/29/06 0:00,08:37:51am,New,LichenPl,XT062908A_1.cor,5,5,06CAKRVEG_v6,370.054,1.8,0.5,0.254775, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,142,129,73,51,57
171,E6S10,E6S-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,10m-south,Anaka Mines,Shanti Berryman,Peter Neitlich,537,2,-0.705513,0.444791,320,0,70,0,0.1,30,80,0.1,0,15,0,1,1,0,0,4.941791,1,Only Thamnolia heights.,67.686916,-163.683095,0.4 – 1.1m,2.4,1.4,Postprocessed Code,GeoXT,6/22/06 0:00,08:34:16am,New,LichenPl,XT062208A.cor,5,5,06CAKRVEG_v6,521.225,0.7,0.6,0.16175, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,143,114,82,64,63
172,E6S100,E6S-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,100m-south,Anaka Mines,Shanti Berryman,Peter Neitlich,541,2,-0.699826,0.784863,313,0,70,0,0.1,15,80,0.1,0,0.1,0,0,18,0,0,4.789339,1,No Laevigata.  Not many lichens for heights.,67.687822,-163.67804,0.4 – 1.1m,2.7,1.3,Postprocessed Code,GeoXT,6/22/06 0:00,09:53:01am,New,LichenPl,XT062208A.cor,12,12,06CAKRVEG_v6,517.373,1,0.6,0.410743, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,163,156,70,52,43
173,E6S1000,E6S-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-south,Anaka Mines,Shanti Berryman,Peter Neitlich,668,5,-0.71175,0.519895,301,0,60,0,0.1,25,50,3,0,0,0,0.1,26,0,0,4.670487,1, ,67.689157,-163.652217,0.4 – 1.1m,2.7,1.3,Postprocessed Code,GeoXT,6/22/06 0:00,01:14:46pm,New,LichenPl,XT062213A.cor,5,5,06CAKRVEG_v6,626.264,1,0.6,0.202206, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,157,162,73,56,48
174,E6S2000,E6S-2000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,2000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,655,3,-0.753252,0.283925,354,0,85,0,15,15,55,2,0,10,0,0,39,0,0,4.359416,1,Photo and GPS done.,67.694403,-163.619137,0.4 – 1.1m,2.9,1.3,Postprocessed Code,GeoXT,7/7/06 0:00,12:15:26pm,New,LichenPl,XT070709A.cor,5,5,06CAKRVEG_v6,607.936,1,0.5,0.327028, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108,148,159,72,48,36
175,E6S2000A,E6S-2000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,2000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,655,3,-0.753252,0.283925,354,0,85,0,10,15,20,0.1,0,20,0,0,35,0,0,4.447214,1,Photo and GPS done.,67.694288,-163.618984,0.4 – 1.1m,2.6,1.1,Postprocessed Code,GeoXT,7/7/06 0:00,01:23:31pm,New,LichenPl,XT070709A.cor,5,5,06CAKRVEG_v6,618.796,0.9,0.5,0.341919, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108,148,159,72,48,36
176,E6S300,E6S-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,300m-south,Anaka Mines,Shanti Berryman,Peter Neitlich,557,3,-0.662011,0.971997,274,0,75,0,0.1,15,80,1,0,0.1,0,0.1,28,0,0,4.44131,1,No Laevigata or Stygia.  Not enough lichens for all heights.,67.690578,-163.668329,0.4 – 1.1m,2.2,1.1,Postprocessed Code,GeoXT,6/22/06 0:00,11:58:11am,New,LichenPl,XT062208A.cor,43,43,06CAKRVEG_v6,522.884,0.7,0.5,0.353022, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,112,145,165,77,51,45
177,E6S4000,E6S-4000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,4000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,666,7,-0.700265,0.687769,292,0,65,0,5,30,65,1,2,15,0,0,38,0,0,4.184692,1,Moss looks good.,67.700826,-163.559829,0.4 – 1.1m,2,1,Postprocessed Code,GeoXT,7/7/06 0:00,11:28:16am,New,LichenPl,XT070709A.cor,5,5,06CAKRVEG_v6,655.187,0.7,0.4,0.150489, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129,162,164,76,55,48
178,E6S50,E6S-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,50m-south,Anaka Mines,Shanti Berryman,Peter Neitlich,543,2,-0.705513,0.444791,320,0,50,0,0.1,35,60,0.1,0,0,0,0.1,13,0,0,3.296358,1, ,67.686604,-163.682583,0.4 – 1.1m,4.5,2.7,Postprocessed Code,GeoXT,6/22/06 0:00,08:41:56am,New,LichenPl,XT062208A.cor,11,11,06CAKRVEG_v6,523.463,1,0.9,0.492224, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,137,159,138,78,57,59
179,EKOTZ10,E1KOTZ-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,110000m,Anaka Mines,Shanti Berryman,Linda Geiser,86,1,-0.67788,0.000489,290,0,80,0,4,10,70,35,0,10,0,0,36,0,0,5.858703,1,No Thamnolia on plot.  Plot corner is NW.  Moss good.,66.878387,-162.537136,0.4 – 1.1m,3.2,2.1,Real-time SBAS Corrected,GeoXT,7/1/06 0:00,03:19:16pm,New,LichenPl,XT070115A.cor,5,5,06CAKRVEG_v6,100.923,1.2,0.8,0.410515, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,142,120,88,68,66
180,EKOTZ100,E1KOTZ-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,110000m,Anaka Mines,Shanti Berryman,Linda Geiser,95,0,-0.676,0.237339,0,0,85,0,5,20,60,35,0,0,0,0,37,0,0,7.262829,1,Laid plot E of road @ NW corner.  Moss looks ok.  No Thamnolia.,66.878793,-162.535373,0.4 – 1.1m,2.2,1.3,Postprocessed Code,GeoXT,7/1/06 0:00,05:20:41pm,New,LichenPl,XT070115A.cor,5,5,06CAKRVEG_v6,92.86,0.6,0.4,0.507149, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,151,166,142,67,58,55
181,EKOTZ50,E1KOTZ-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,110000m,Anaka Mines,Shanti Berryman,Linda Geiser,95,0,-0.676,0.237339,0,0,90,0,1,10,50,5,0.1,5,0,0,30,0,0,6.388509,1,Plot stake NW.  No Thamnolia.,66.878569,-162.536345,0.4 – 1.1m,3.8,2.1,Real-time SBAS Corrected,GeoXT,7/1/06 0:00,04:42:21pm,New,LichenPl,XT070115A.cor,14,14,06CAKRVEG_v6,92.48,0.9,0.6,0.491411, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,120,140,120,57,40,50
182,EREF1-2, ,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub, ,Shanti Berryman, , ,249,7,-0.865183,0.299994,358,0,65,0,3,40,75,25,0,15,0,0,41,0,0,4.44177,1,"Moss looks good.  Cet. Cuc. And Cet. Lae. Collected.  Very little, maybe not enough for a sufficient sample!  Tried our my best.",67.241524,-163.594824,0.4 – 1.1m,2,0.9,Postprocessed Code,GeoXT,7/3/06 0:00,11:39:16am,New,LichenPl,XT070311A.cor,5,5,06CAKRVEG_v6,248.905,0.7,0.4,0.319359, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,148,167,68,54,51
183,EREF2-1, ,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub, ,Anaka Mines,Shanti Berryman,Linda Geiser,382,20,-0.843663,0.931152,300,0,60,5,5,80,60,10,0,15,0,0.1,13,0,0,6.476547,1,Moss looks great.  No Thamnolia.  Bearing 100. 12.5% of bryophyte cover is sphagnum.,67.141356,-163.134477,0.4 – 1.1m,2.9,1.5,Postprocessed Code,GeoXT,7/2/06 0:00,02:50:01pm,New,LichenPl,XT070208A.cor,7,7,06CAKRVEG_v6,393.342,0.7,0.4,0.418937, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,155,160,72,54,40
184,EREF2-2, ,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub, ,Anaka Mines,Shanti Berryman,Linda Geiser,329,10,-0.87007,0.816671,330,0,75,3,4,31,75,2,0,15,0,0,15,0,0,5.577102,1,Moss looks good.,67.140379,-163.137895,0.4 – 1.1m,5.1,2.2,Postprocessed Code,GeoXT,7/2/06 0:00,04:07:16pm,New,LichenPl,XT070208A.cor,6,6,06CAKRVEG_v6,352.564,1,0.5,0.465552, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,157,168,72,47,40
185,EREF2-3,EREF 2-3,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub, ,Anaka Mines,Shanti Berryman,Linda Geiser,367,5,-0.573896,0.197236,203,0,80,0,5,50,90,4,0,15,0,0,24,0,0,5.444915,1,"Moss good.  No Thamnolia.  Measured this on SE corner by accident.  Recorded points tallies on another sheet…just recorded totals.  Plot is in area of tussock tundra.  Some points are more like """"E""""-this is where we placed the plot.",67.12451,-163.120174,0.4 – 1.1m,2.8,1.2,Postprocessed Code,GeoXT,7/2/06 0:00,08:49:21am,New,LichenPl,XT070208A.cor,6,6,06CAKRVEG_v6,391.398,1.2,0.5,0.222476, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,135,171,174,80,59,59
186,G2R, ,1,2,CAKR07,Lplot,Graminoid, ,Abbey Rosso,Sean Patrick, ,12.91,0,-0.676,0.237339,0,0,25,0,0.1,50,25,1,0,4,0,30,24,2.128472,2.140152,4.439377,1,"All lichens were found on the mounds, none in the wet sedge dominated areas.",67.418686,-163.752078,0.1 – 0.7 m,2.7,1.3,Postprocessed Carrier Fl,GeoXH 2005,6/13/07 0:00,04:17:21pm,New,Lichen_P,RCRXHR061316A.cor,11,11,KOVA_CAKR_07,12.91,0.2,0.1,0,85,1,4,3,3,210,1,113,4,2,1,10,12,12,1,1172,0,2,162,169,108,70,49,51
187,G3R, ,1,2,CAKR07,Lplot,Graminoid, ,Shanti Berryman,Julia Steege, ,19.626,1,-0.680061,0.295959,65,0,15,0,0.1,85,15,0.1,0,3,0,15,26,1.709722,1.732372,4.5825,1,"The ""graminoid fens"" run in narrow swaths so the entire 0.4 ha plot did not fit in this veg type only. Therefore we encompassed some dryas birch tussock tundra in the plot as well and this is where the lichen were found. Mineral soil was not accessed, ",67.365403,-163.234416,0.1 – 0.7 m,2.2,0.9,Postprocessed Code,GeoXH 2005,6/13/07 0:00,02:54:16pm,New,Lichen_P,AKRXHR061310A.cor,8,8,KOVA_CAKR_07,19.626,0.7,0.4,0.067728,90,3,3,2,8,241,2,128,4,2,1,10,12,12,1,1176,1,3,163,172,117,68,62,57
188,GED, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.89334,-155.10233,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,148,175,151,78,59,52
189,GED Ridg,GED Ridge,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.90797,-155.132,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,241,181,73,89,82,79
190,HV, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.15707,-150.58451,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,255,202,79,118,105,122
191,IG1, ,0,4,GAAR,judgement, , ,Peter Neitlich,Linda Hasselbach, ,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0, ,67.40073,-155.055817,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,118,126,150,72,48,41
192,IG2, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.41742,-155.037867,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,255,212,85,132,117,110
193,IG3, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.409767,-155.061333,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,210,191,112,94,78,71
194,J1, ,1,5,KOVA,judgement,Sparse Vegetation Acidic, ,Peter Neitlich,Shanti Berryman, ,700.268,10,-0.478762,0.03255,208,0,20,0,1,8,4,30,0,0.1,50,0,42,2.22998,2.238825,5.198834,1, ,67.479739,-157.968908,0.1 – 0.7 m,3.4,1.4,Postprocessed Carrier Fl,GeoXH 2005,6/6/07 0:00,01:59:26pm,New,Lichen_P,RCRXHR060613A.cor,8,8,KOVA_CAKR_07,700.268,0.7,0.4,0,30,5,6,3,3,230,3,126,4,2,1,10,12,12,1,1175,1,3,255,212,86,96,81,98
195,J2, ,1,5,KOVA,judgement,Riparian Barrens and Willows, ,Peter Neitlich,Shanti Berryman,Sean Patrick,125.146,0,-0.676,0.237339,0,0.1,4,55,1,1,5,0.1,2,50,30,0,28,1.600694,1.703125,0,1, ,67.471372,-158.008397,0.1 – 0.7 m,1.9,0.8,Postprocessed Carrier Fl,GeoXH 2005,6/6/07 0:00,06:11:41pm,New,Lichen_P,RCRXHR060618A.cor,8,8,KOVA_CAKR_07,125.146,0.7,0.4,0,60,1,6,3,3,230,3,126,4,3,15,47,26,4,2,1175,1,3,120,130,135,63,41,42
196,JAW1, ,1,5,KOVA,judgement,Alder/Willow, ,Shanti Berryman,Sean Patrick, ,385.939,14,-0.517615,0.029482,252,0,60,25,11,60,10,0.1,0,70,0.1,0,43,1.826914,1.783447,4.722655,1,Selected this  AW plot as a judgement for logistical reasons - today helicopter had to ferry Fish and Wildlife crew so we needed a location where we could do 2 plots w/in walking distance. Here AW was upslope and down across…is spruce lichen stand. Epiph,67.396101,-159.160676,0.1 – 0.7 m,2,0.9,Postprocessed Carrier Fl,GeoXH 2005,7/1/07 0:00,10:35:26am,New,Lichen_P,RCRXHR070110A.cor,10,10,KOVA_CAKR_07,385.939,0.3,0.2,0,98,3,6,3,3,230,6,110,4,3,15,47,26,4,2,1191,1,3,108,142,194,55,34,44
197,JDSA1, ,1,5,KOVA,judgement,Dwarf Shrub Acidic, ,Shanti Berryman,Sean Patrick, ,641.324,27,-0.275038,0.992188,130,0,70,0,15,20,20,1,0.1,25,5,0,67,1.868056,1.912913,3.702414,1,"This is a judgment plot. We were looking for LBEA, but all of it was mis-mapped as a dwarf shrub/willow/forb type - so we decided to put a judgment plot in this veg type.",67.475828,-160.104211,0.1 – 0.7 m,2.4,1.1,Postprocessed Carrier Fl,GeoXH 2005,6/27/07 0:00,11:31:31am,New,Lichen_P,RCRXHR062711A.cor,10,10,KOVA_CAKR_07,641.324,0.4,0.2,0,90,4,6,3,3,230,3,110,4,1,5,48,21,3,1,1191,1,1,142,191,243,88,51,47
198,JDSC1, ,1,5,KOVA,judgement,Dwarf Shrub Carbonate, ,Shanti Berryman,Sean Patrick, ,482.969,14,-0.439891,0.969003,230,0.1,80,0.1,3,3,5,0.1,0.1,30,20,0,44,1.968056,1.958929,3.125927,1,Judgment plot selected for dwarf shrub carbonate. Located in a saddle on a ridgetop.,67.523947,-158.002907,0.1 – 0.7 m,2.1,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/30/07 0:00,08:42:36am,New,Lichen_P,RCRXHR063008A.cor,10,10,KOVA_CAKR_07,482.969,0.4,0.3,0,80,5,6,3,3,230,3,126,4,3,19,56,20,11,3,1175,1,4,163,192,165,83,65,57
199,JDSC2, ,1,5,KOVA,judgement,Dwarf Shrub Carbonate, ,Shanti Berryman,Sean Patrick, ,766.042,27,-1.265588,0.241102,333,0,85,0,20,1,15,5,0.1,10,10,0,27,1.981845,1.889286,4.453687,1,"Judgment plot for DSC. Near TL2 original point, but this area is less talus and more dwarf shrub carbonate. Fairly steep slope.",67.646437,-160.201568,0.1 – 0.7 m,2.3,1.1,Postprocessed Carrier Fl,GeoXH 2005,6/30/07 0:00,01:18:21pm,New,Lichen_P,RCRXHR063008A.cor,10,10,KOVA_CAKR_07,766.042,0.5,0.4,0,90,4,6,3,3,230,3,110,4,2,2,4,14,13,2,1174,1,2,67,73,65,37,26,34
200,JLBA, ,1,5,KOVA,judgement,Low Birch Ericaceous Acidic, ,Peter Neitlich,Abbey Rosso,Sean Patrick,360.696,13,-0.932112,0.816671,330,0,50,2,2,4,8,30,0,1,20,0,54,2.211949,2.235571,5.671022,1, ,67.393256,-158.281062,0.1 – 0.7 m,3.2,1.4,Postprocessed Carrier Fl,GeoXH 2005,6/7/07 0:00,11:35:21am,New,Lichen_P,RCRXHR060711A.cor,8,8,KOVA_CAKR_07,360.696,0.7,0.3,0,60,3,6,3,3,230,6,110,4,2,2,4,14,13,2,1167,1,2,135,138,113,66,50,58
